Month,Day,Year,Sender,Recipient
5,24,1999,170,115
5,24,1999,170,115
5,25,1999,156,170
5,25,1999,156,170
5,25,1999,108,115
5,25,1999,108,115
5,25,1999,108,115
5,25,1999,108,115
5,25,1999,39,12
5,25,1999,39,12
5,25,1999,156,111
5,25,1999,156,111
5,25,1999,156,111
5,25,1999,156,111
5,25,1999,170,115
5,25,1999,170,115
5,26,1999,170,111
5,26,1999,170,111
5,26,1999,170,115
5,26,1999,170,115
5,26,1999,170,156
5,26,1999,170,156
5,26,1999,170,166
5,26,1999,170,166
5,26,1999,170,111
5,26,1999,170,111
5,27,1999,170,47
5,27,1999,170,47
5,27,1999,39,12
5,27,1999,39,12
5,27,1999,66,23
5,27,1999,66,161
5,27,1999,170,115
5,27,1999,170,115
5,27,1999,170,115
5,27,1999,170,115
5,27,1999,170,115
5,27,1999,170,115
5,28,1999,170,166
5,28,1999,170,166
5,28,1999,170,111
5,28,1999,170,111
5,28,1999,170,115
5,28,1999,170,115
5,28,1999,170,156
5,28,1999,170,156
5,28,1999,170,166
5,28,1999,170,166
5,28,1999,156,111
5,28,1999,156,111
6,1,1999,156,111
6,1,1999,156,111
6,1,1999,115,39
6,1,1999,115,39
6,1,1999,170,111
6,1,1999,170,111
6,1,1999,170,115
6,1,1999,170,115
6,1,1999,170,156
6,1,1999,170,156
6,1,1999,170,166
6,1,1999,170,166
6,2,1999,170,7
6,2,1999,170,7
6,2,1999,170,111
6,2,1999,170,111
6,2,1999,170,115
6,2,1999,170,115
6,2,1999,170,156
6,2,1999,170,156
6,2,1999,170,166
6,2,1999,170,166
6,2,1999,115,111
6,2,1999,115,111
6,2,1999,115,156
6,2,1999,115,156
6,2,1999,115,166
6,2,1999,115,166
6,2,1999,115,170
6,2,1999,115,170
6,2,1999,115,111
6,2,1999,115,111
6,2,1999,115,156
6,2,1999,115,156
6,2,1999,115,166
6,2,1999,115,166
6,2,1999,115,170
6,2,1999,115,170
6,2,1999,39,12
6,2,1999,39,12
6,2,1999,39,12
6,2,1999,39,12
6,6,1999,170,115
6,6,1999,170,115
6,8,1999,170,115
6,8,1999,170,115
6,8,1999,170,115
6,8,1999,170,115
6,9,1999,108,115
6,9,1999,108,115
6,9,1999,108,115
6,9,1999,108,115
6,9,1999,108,115
6,9,1999,108,115
6,11,1999,108,115
6,11,1999,108,115
6,13,1999,115,156
6,13,1999,115,156
6,14,1999,156,115
6,14,1999,156,115
6,14,1999,39,12
6,14,1999,39,12
6,14,1999,115,108
6,14,1999,115,108
6,14,1999,51,168
6,14,1999,51,168
6,14,1999,51,51
6,14,1999,51,51
6,15,1999,39,12
6,15,1999,39,12
6,15,1999,51,168
6,15,1999,51,168
6,16,1999,170,115
6,16,1999,170,115
6,16,1999,146,129
6,16,1999,146,129
6,16,1999,115,108
6,16,1999,115,108
6,16,1999,115,108
6,16,1999,115,108
6,16,1999,39,97
6,16,1999,39,97
6,16,1999,115,113
6,16,1999,115,113
6,16,1999,115,113
6,16,1999,115,113
6,16,1999,170,115
6,16,1999,170,115
6,17,1999,161,23
6,17,1999,51,168
6,17,1999,51,168
6,18,1999,51,168
6,18,1999,51,168
6,22,1999,161,23
6,24,1999,156,115
6,24,1999,156,115
6,24,1999,115,108
6,24,1999,115,108
6,24,1999,115,108
6,24,1999,115,108
6,24,1999,115,108
6,24,1999,115,108
6,24,1999,115,108
6,24,1999,115,108
6,24,1999,115,108
6,24,1999,115,108
6,24,1999,115,108
6,24,1999,115,108
6,25,1999,113,108
6,25,1999,113,108
6,25,1999,115,166
6,25,1999,115,166
6,28,1999,51,168
6,28,1999,51,168
6,28,1999,115,111
6,28,1999,115,111
6,28,1999,115,156
6,28,1999,115,156
6,28,1999,115,170
6,28,1999,115,170
6,29,1999,51,168
6,29,1999,51,168
6,29,1999,51,168
6,29,1999,51,168
6,29,1999,51,168
6,29,1999,51,168
6,29,1999,115,108
6,29,1999,115,108
6,29,1999,115,108
6,29,1999,115,108
7,1,1999,156,111
7,1,1999,156,111
7,1,1999,115,111
7,1,1999,115,111
7,5,1999,108,115
7,5,1999,108,115
7,6,1999,161,23
7,6,1999,156,111
7,6,1999,156,111
7,6,1999,156,111
7,6,1999,156,111
7,6,1999,156,115
7,6,1999,156,115
7,6,1999,156,166
7,6,1999,156,166
7,6,1999,156,170
7,6,1999,156,170
7,6,1999,170,111
7,6,1999,170,111
7,6,1999,170,115
7,6,1999,170,115
7,6,1999,170,156
7,6,1999,170,156
7,6,1999,170,166
7,6,1999,170,166
7,7,1999,108,115
7,7,1999,108,115
7,7,1999,146,52
7,7,1999,146,52
7,7,1999,146,113
7,7,1999,170,111
7,7,1999,170,111
7,7,1999,170,115
7,7,1999,170,115
7,7,1999,170,156
7,7,1999,170,156
7,7,1999,170,166
7,7,1999,170,166
7,8,1999,108,52
7,8,1999,108,52
7,8,1999,108,108
7,8,1999,108,108
7,8,1999,108,115
7,8,1999,108,115
7,8,1999,156,111
7,8,1999,156,111
7,8,1999,156,115
7,8,1999,156,115
7,8,1999,156,166
7,8,1999,156,166
7,8,1999,156,170
7,8,1999,156,170
7,9,1999,146,113
7,9,1999,146,113
7,9,1999,161,23
7,12,1999,156,115
7,12,1999,156,115
7,12,1999,156,115
7,12,1999,156,115
7,12,1999,115,111
7,12,1999,115,111
7,12,1999,156,115
7,12,1999,156,115
7,13,1999,115,156
7,13,1999,115,156
7,13,1999,39,146
7,13,1999,39,146
7,14,1999,156,115
7,14,1999,156,115
7,14,1999,156,115
7,14,1999,156,115
7,14,1999,156,115
7,14,1999,156,115
7,14,1999,115,108
7,14,1999,115,108
7,14,1999,156,115
7,14,1999,156,115
7,15,1999,170,115
7,15,1999,170,115
7,15,1999,170,115
7,15,1999,170,115
7,15,1999,115,108
7,15,1999,115,108
7,15,1999,39,12
7,15,1999,39,12
7,15,1999,39,12
7,15,1999,39,12
7,15,1999,156,115
7,15,1999,156,115
7,16,1999,166,156
7,16,1999,166,156
7,16,1999,170,111
7,16,1999,170,111
7,16,1999,170,115
7,16,1999,170,115
7,16,1999,170,156
7,16,1999,170,156
7,16,1999,170,166
7,16,1999,170,166
7,16,1999,30,23
7,16,1999,30,50
7,16,1999,30,66
7,19,1999,108,115
7,19,1999,108,115
7,19,1999,108,115
7,19,1999,108,115
7,19,1999,39,12
7,19,1999,39,12
7,20,1999,39,113
7,20,1999,39,113
7,20,1999,39,97
7,20,1999,39,97
7,20,1999,108,115
7,20,1999,108,115
7,20,1999,108,115
7,20,1999,108,115
7,20,1999,170,115
7,20,1999,170,115
7,20,1999,170,115
7,20,1999,170,115
7,20,1999,108,115
7,20,1999,108,115
7,20,1999,39,97
7,20,1999,39,97
7,21,1999,115,108
7,21,1999,115,108
7,21,1999,115,108
7,21,1999,115,108
7,22,1999,108,115
7,22,1999,108,115
7,22,1999,115,111
7,22,1999,115,111
7,22,1999,115,111
7,22,1999,115,111
7,22,1999,115,111
7,22,1999,115,111
7,22,1999,115,111
7,22,1999,115,111
7,22,1999,115,156
7,22,1999,115,156
7,22,1999,115,156
7,22,1999,115,156
7,22,1999,115,166
7,22,1999,115,166
7,22,1999,115,166
7,22,1999,115,166
7,22,1999,115,166
7,22,1999,115,166
7,22,1999,115,166
7,22,1999,115,166
7,22,1999,115,170
7,22,1999,115,170
7,22,1999,115,170
7,22,1999,115,170
7,22,1999,115,170
7,22,1999,115,170
7,22,1999,115,170
7,22,1999,115,170
7,22,1999,115,66
7,22,1999,115,66
7,23,1999,108,115
7,23,1999,108,115
7,23,1999,156,115
7,23,1999,156,115
7,23,1999,156,111
7,23,1999,156,111
7,23,1999,156,111
7,23,1999,156,111
7,23,1999,156,111
7,23,1999,156,111
7,23,1999,156,111
7,23,1999,156,111
7,23,1999,156,115
7,23,1999,156,115
7,23,1999,108,52
7,23,1999,108,52
7,23,1999,108,52
7,23,1999,108,52
7,23,1999,108,115
7,23,1999,108,115
7,23,1999,115,156
7,23,1999,115,156
7,26,1999,39,12
7,26,1999,39,12
7,26,1999,170,115
7,26,1999,170,115
7,26,1999,115,156
7,26,1999,115,156
7,26,1999,156,115
7,26,1999,156,115
7,27,1999,156,166
7,27,1999,156,166
7,27,1999,166,156
7,27,1999,166,156
7,27,1999,166,156
7,27,1999,166,156
7,27,1999,108,115
7,27,1999,108,115
7,27,1999,108,115
7,27,1999,108,115
7,28,1999,156,111
7,28,1999,156,111
7,28,1999,156,111
7,28,1999,156,111
7,28,1999,170,39
7,28,1999,170,39
7,28,1999,156,111
7,28,1999,156,111
7,28,1999,156,166
7,28,1999,156,166
7,28,1999,30,23
7,28,1999,30,50
7,28,1999,30,66
7,28,1999,30,161
7,28,1999,108,115
7,28,1999,108,115
7,28,1999,108,115
7,28,1999,108,115
7,29,1999,115,39
7,29,1999,115,39
7,29,1999,115,66
7,29,1999,115,66
7,29,1999,115,161
7,29,1999,115,161
7,29,1999,161,66
7,29,1999,161,66
7,29,1999,161,66
7,29,1999,161,66
7,29,1999,161,115
7,29,1999,161,115
7,29,1999,115,66
7,29,1999,115,66
7,30,1999,170,111
7,30,1999,170,111
7,30,1999,115,108
7,30,1999,115,108
7,30,1999,115,39
7,30,1999,115,39
7,30,1999,115,66
7,30,1999,115,66
7,30,1999,115,161
7,30,1999,115,161
7,30,1999,115,170
7,30,1999,115,170
7,30,1999,18,23
7,30,1999,18,23
7,30,1999,115,108
7,30,1999,115,108
8,2,1999,115,108
8,2,1999,115,108
8,2,1999,115,170
8,2,1999,115,170
8,2,1999,156,111
8,2,1999,156,111
8,2,1999,115,170
8,2,1999,115,170
8,2,1999,115,39
8,2,1999,115,39
8,2,1999,115,66
8,2,1999,115,66
8,2,1999,115,161
8,2,1999,115,161
8,2,1999,156,111
8,2,1999,156,111
8,3,1999,156,111
8,3,1999,156,111
8,3,1999,156,111
8,3,1999,156,111
8,3,1999,158,156
8,3,1999,158,156
8,3,1999,115,156
8,3,1999,115,156
8,4,1999,18,18
8,4,1999,18,18
8,4,1999,18,23
8,4,1999,18,23
8,4,1999,18,27
8,4,1999,156,115
8,4,1999,156,115
8,4,1999,156,115
8,4,1999,156,115
8,5,1999,39,66
8,5,1999,39,66
8,5,1999,39,66
8,5,1999,39,66
8,5,1999,39,97
8,5,1999,39,97
8,5,1999,51,168
8,5,1999,51,168
8,5,1999,115,156
8,5,1999,115,156
8,6,1999,115,170
8,6,1999,115,170
8,6,1999,156,115
8,6,1999,156,115
8,6,1999,156,111
8,6,1999,156,111
8,6,1999,115,170
8,6,1999,115,170
8,6,1999,115,170
8,6,1999,115,170
8,9,1999,30,23
8,9,1999,30,66
8,9,1999,30,161
8,10,1999,115,170
8,10,1999,115,170
8,10,1999,108,115
8,10,1999,108,115
8,10,1999,156,111
8,10,1999,156,111
8,10,1999,101,101
8,10,1999,101,101
8,10,1999,101,101
8,10,1999,101,101
8,10,1999,101,101
8,10,1999,101,101
8,10,1999,66,23
8,10,1999,156,115
8,10,1999,156,115
8,11,1999,156,111
8,11,1999,156,111
8,11,1999,156,166
8,11,1999,156,166
8,11,1999,156,166
8,11,1999,156,166
8,11,1999,170,111
8,11,1999,170,111
8,11,1999,170,115
8,11,1999,170,115
8,11,1999,170,156
8,11,1999,170,156
8,11,1999,170,166
8,11,1999,170,166
8,11,1999,156,166
8,11,1999,156,166
8,12,1999,156,115
8,12,1999,156,115
8,12,1999,156,111
8,12,1999,156,111
8,12,1999,156,115
8,12,1999,156,115
8,12,1999,156,166
8,12,1999,156,166
8,12,1999,156,170
8,12,1999,156,170
8,12,1999,156,166
8,12,1999,156,166
8,12,1999,170,156
8,12,1999,170,156
8,13,1999,108,115
8,13,1999,108,115
8,13,1999,108,115
8,13,1999,108,115
8,13,1999,170,111
8,13,1999,170,111
8,13,1999,170,115
8,13,1999,170,115
8,13,1999,170,156
8,13,1999,170,156
8,13,1999,170,166
8,13,1999,170,166
8,13,1999,115,39
8,13,1999,115,39
8,13,1999,115,66
8,13,1999,115,66
8,13,1999,115,108
8,13,1999,115,108
8,13,1999,115,108
8,13,1999,115,108
8,13,1999,115,161
8,13,1999,115,161
8,13,1999,170,115
8,13,1999,170,115
8,13,1999,66,23
8,13,1999,170,115
8,13,1999,170,115
8,13,1999,115,108
8,13,1999,115,108
8,15,1999,115,115
8,15,1999,115,115
8,15,1999,115,108
8,15,1999,115,108
8,16,1999,39,12
8,16,1999,39,12
8,16,1999,39,12
8,16,1999,39,12
8,16,1999,115,108
8,16,1999,115,108
8,16,1999,115,161
8,16,1999,115,161
8,16,1999,39,113
8,16,1999,39,113
8,17,1999,170,39
8,17,1999,170,39
8,17,1999,170,115
8,17,1999,170,115
8,17,1999,170,111
8,17,1999,170,111
8,17,1999,170,115
8,17,1999,170,115
8,17,1999,170,156
8,17,1999,170,156
8,17,1999,170,166
8,17,1999,170,166
8,17,1999,170,115
8,17,1999,170,115
8,17,1999,170,115
8,17,1999,170,115
8,17,1999,115,170
8,17,1999,115,170
8,17,1999,115,170
8,17,1999,115,170
8,19,1999,39,12
8,19,1999,39,12
8,19,1999,39,12
8,19,1999,39,12
8,19,1999,39,12
8,19,1999,39,12
8,19,1999,170,156
8,19,1999,170,156
8,19,1999,170,156
8,19,1999,170,156
8,19,1999,39,66
8,19,1999,39,66
8,19,1999,39,113
8,19,1999,39,113
8,19,1999,39,146
8,19,1999,39,146
8,20,1999,170,115
8,20,1999,170,115
8,20,1999,170,115
8,20,1999,170,115
8,23,1999,115,113
8,23,1999,115,113
8,23,1999,115,113
8,23,1999,115,113
8,23,1999,115,108
8,23,1999,115,108
8,23,1999,170,115
8,23,1999,170,115
8,23,1999,170,115
8,23,1999,170,115
8,23,1999,66,23
8,23,1999,156,166
8,23,1999,156,166
8,24,1999,115,111
8,24,1999,115,111
8,24,1999,166,156
8,24,1999,166,156
8,24,1999,166,156
8,24,1999,166,156
8,24,1999,113,39
8,24,1999,113,39
8,24,1999,108,115
8,24,1999,108,115
8,25,1999,170,108
8,25,1999,170,108
8,25,1999,170,115
8,25,1999,170,115
8,25,1999,170,115
8,25,1999,170,115
8,25,1999,170,111
8,25,1999,170,111
8,25,1999,170,166
8,25,1999,170,166
8,25,1999,115,170
8,25,1999,115,170
8,25,1999,115,170
8,25,1999,115,170
8,25,1999,115,170
8,25,1999,115,170
8,25,1999,115,111
8,25,1999,115,111
8,25,1999,115,111
8,25,1999,115,111
8,25,1999,115,156
8,25,1999,115,156
8,25,1999,115,156
8,25,1999,115,156
8,25,1999,115,166
8,25,1999,115,166
8,25,1999,115,166
8,25,1999,115,166
8,25,1999,115,170
8,25,1999,115,170
8,25,1999,115,170
8,25,1999,115,170
8,25,1999,170,108
8,25,1999,170,108
8,25,1999,170,115
8,25,1999,170,115
8,25,1999,170,115
8,25,1999,170,115
8,26,1999,170,111
8,26,1999,170,111
8,26,1999,156,166
8,26,1999,156,166
8,27,1999,170,166
8,27,1999,170,166
8,27,1999,170,111
8,27,1999,170,111
8,27,1999,170,166
8,27,1999,170,166
8,27,1999,170,115
8,27,1999,170,115
8,27,1999,170,156
8,27,1999,170,156
8,27,1999,166,156
8,27,1999,166,156
8,30,1999,170,83
8,30,1999,170,83
8,30,1999,170,111
8,30,1999,170,111
8,30,1999,170,115
8,30,1999,170,115
8,30,1999,170,156
8,30,1999,170,156
8,30,1999,170,166
8,30,1999,170,166
8,30,1999,170,111
8,30,1999,170,111
8,30,1999,170,166
8,30,1999,170,166
8,30,1999,156,166
8,30,1999,156,166
8,30,1999,156,166
8,30,1999,156,166
8,30,1999,23,66
8,30,1999,23,66
8,30,1999,166,156
8,30,1999,166,156
8,30,1999,166,156
8,30,1999,166,156
8,30,1999,166,156
8,30,1999,166,156
8,31,1999,156,111
8,31,1999,156,111
8,31,1999,156,111
8,31,1999,156,111
8,31,1999,170,115
8,31,1999,170,115
8,31,1999,170,115
8,31,1999,170,115
8,31,1999,170,111
8,31,1999,170,111
8,31,1999,170,166
8,31,1999,170,166
8,31,1999,170,111
8,31,1999,170,111
8,31,1999,170,115
8,31,1999,170,115
8,31,1999,170,156
8,31,1999,170,156
8,31,1999,170,166
8,31,1999,170,166
8,31,1999,170,12
8,31,1999,170,12
8,31,1999,156,166
8,31,1999,156,166
8,31,1999,156,166
8,31,1999,156,166
8,31,1999,156,166
8,31,1999,156,166
8,31,1999,156,111
8,31,1999,156,111
8,31,1999,156,111
8,31,1999,156,111
9,1,1999,23,66
9,1,1999,23,66
9,1,1999,23,66
9,1,1999,23,66
9,1,1999,23,144
9,1,1999,23,144
9,1,1999,170,156
9,1,1999,170,156
9,1,1999,156,170
9,1,1999,156,170
9,1,1999,170,156
9,1,1999,170,156
9,1,1999,170,156
9,1,1999,170,156
9,1,1999,170,66
9,1,1999,170,66
9,1,1999,170,156
9,1,1999,170,156
9,1,1999,170,161
9,1,1999,170,161
9,1,1999,156,115
9,1,1999,156,115
9,1,1999,156,115
9,1,1999,156,115
9,1,1999,156,111
9,1,1999,156,111
9,1,1999,156,166
9,1,1999,156,166
9,2,1999,170,156
9,2,1999,170,156
9,2,1999,156,111
9,2,1999,156,111
9,2,1999,156,111
9,2,1999,156,111
9,2,1999,156,166
9,2,1999,156,166
9,2,1999,156,166
9,2,1999,156,166
9,2,1999,156,170
9,2,1999,156,170
9,2,1999,156,170
9,2,1999,156,170
9,2,1999,156,170
9,2,1999,156,170
9,2,1999,156,170
9,2,1999,156,170
9,2,1999,170,115
9,2,1999,170,115
9,2,1999,170,115
9,2,1999,170,115
9,2,1999,170,156
9,2,1999,170,156
9,2,1999,156,170
9,2,1999,156,170
9,2,1999,166,156
9,2,1999,166,156
9,3,1999,170,115
9,3,1999,170,115
9,3,1999,170,66
9,3,1999,170,66
9,3,1999,170,156
9,3,1999,170,156
9,3,1999,170,161
9,3,1999,170,161
9,3,1999,170,66
9,3,1999,170,66
9,3,1999,156,170
9,3,1999,156,170
9,3,1999,170,66
9,3,1999,170,66
9,3,1999,170,66
9,3,1999,170,66
9,3,1999,170,164
9,3,1999,170,164
9,3,1999,170,66
9,3,1999,170,66
9,3,1999,170,66
9,3,1999,170,66
9,3,1999,156,166
9,3,1999,156,166
9,3,1999,156,166
9,3,1999,156,166
9,3,1999,170,66
9,3,1999,170,66
9,3,1999,170,66
9,3,1999,170,66
9,3,1999,170,156
9,3,1999,170,156
9,3,1999,170,156
9,3,1999,170,156
9,7,1999,170,66
9,7,1999,170,66
9,7,1999,170,156
9,7,1999,170,156
9,7,1999,170,66
9,7,1999,170,66
9,7,1999,170,66
9,7,1999,170,66
9,7,1999,170,115
9,7,1999,170,115
9,7,1999,170,115
9,7,1999,170,115
9,7,1999,156,111
9,7,1999,156,111
9,7,1999,156,166
9,7,1999,156,166
9,7,1999,156,170
9,7,1999,156,170
9,7,1999,170,156
9,7,1999,170,156
9,7,1999,156,166
9,7,1999,156,166
9,7,1999,166,156
9,7,1999,166,156
9,7,1999,166,156
9,7,1999,166,156
9,7,1999,166,156
9,7,1999,166,156
9,7,1999,156,111
9,7,1999,156,111
9,7,1999,156,166
9,7,1999,156,166
9,7,1999,156,170
9,7,1999,156,170
9,7,1999,170,156
9,7,1999,170,156
9,8,1999,170,156
9,8,1999,170,156
9,8,1999,156,111
9,8,1999,156,111
9,8,1999,156,111
9,8,1999,156,111
9,8,1999,156,115
9,8,1999,156,115
9,8,1999,156,166
9,8,1999,156,166
9,8,1999,156,170
9,8,1999,156,170
9,8,1999,156,111
9,8,1999,156,111
9,8,1999,156,166
9,8,1999,156,166
9,8,1999,156,111
9,8,1999,156,111
9,8,1999,156,115
9,8,1999,156,115
9,8,1999,156,166
9,8,1999,156,166
9,8,1999,156,170
9,8,1999,156,170
9,8,1999,156,111
9,8,1999,156,111
9,8,1999,156,166
9,8,1999,156,166
9,8,1999,170,156
9,8,1999,170,156
9,8,1999,51,23
9,8,1999,51,23
9,8,1999,51,23
9,8,1999,51,23
9,8,1999,51,23
9,8,1999,51,23
9,8,1999,146,113
9,8,1999,146,113
9,9,1999,170,115
9,9,1999,170,115
9,9,1999,96,146
9,9,1999,51,34
9,9,1999,51,34
9,9,1999,170,108
9,9,1999,170,108
9,9,1999,170,108
9,9,1999,170,108
9,9,1999,170,115
9,9,1999,170,115
9,9,1999,170,115
9,9,1999,170,115
9,9,1999,170,111
9,9,1999,170,111
9,9,1999,170,111
9,9,1999,170,111
9,9,1999,170,115
9,9,1999,170,115
9,9,1999,170,115
9,9,1999,170,115
9,9,1999,170,156
9,9,1999,170,156
9,9,1999,170,156
9,9,1999,170,156
9,10,1999,108,115
9,10,1999,108,115
9,10,1999,170,115
9,10,1999,170,115
9,10,1999,170,111
9,10,1999,170,111
